id,province,district,name,category,municipality_or_area,priority,research_status,geometry_type,source_routing_status,access_status,permit_layers,parent_entity_id,visitor_ready_label,match_method,permit_entry_text,how_to_visit,canonical_source_file,visitor_ready_source_file
np-koshi-sankhuwasabha-shipton-la,Koshi,Sankhuwasabha,Shipton La,Mountain pass,Makalu Base Camp route,Major,,ROUTE,routable,ROUTABLE,NONE,,Shipton La,mention,,,provinces/koshi/districts/sankhuwasabha.md,provinces/koshi/visitor-ready/sankhuwasabha.md
np-koshi-sankhuwasabha-tinjure-milke-jaljale-corridor,Koshi,Sankhuwasabha,Tinjure–Milke–Jaljale Corridor,Rhododendron conservation area,Chichila–Silichong,Major,,CORRIDOR,routable,ROUTABLE,PROTECTED_AREA_ENTRY,,Tinjure–Milke–Jaljale Corridor,mention,,,provinces/koshi/districts/sankhuwasabha.md,provinces/koshi/visitor-ready/sankhuwasabha.md
np-koshi-sankhuwasabha-chainpur-gadhi,Koshi,Sankhuwasabha,Chainpur Gadhi,Historical fort,Chainpur Municipality,High,,AREA,routable,ROUTABLE,NONE,,Chainpur Gadhi,mention,,,provinces/koshi/districts/sankhuwasabha.md,provinces/koshi/visitor-ready/sankhuwasabha.md
np-koshi-sankhuwasabha-chainpur-karuwa-park,Koshi,Sankhuwasabha,Chainpur Karuwa Park,Handicraft heritage park,Chainpur Municipality,High,,POINT,routable,ROUTABLE,NONE,,Chainpur Karuwa Park,mention,,,provinces/koshi/districts/sankhuwasabha.md,provinces/koshi/visitor-ready/sankhuwasabha.md
np-koshi-sankhuwasabha-hedangna-gadhi,Koshi,Sankhuwasabha,Hedangna Gadhi,Historical fort,Northern Sankhuwasabha,High,,HOLD,routing_hold,ROUTING_HOLD,NONE,,Hedangna Gadhi,mention,,,provinces/koshi/districts/sankhuwasabha.md,provinces/koshi/visitor-ready/sankhuwasabha.md
np-koshi-sankhuwasabha-seduwa,Koshi,Sankhuwasabha,Seduwa,National park gateway,Makalu Rural Municipality,High,,AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,,Seduwa,mention,,,provinces/koshi/districts/sankhuwasabha.md,provinces/koshi/visitor-ready/sankhuwasabha.md
np-koshi-sankhuwasabha-tashigaon,Koshi,Sankhuwasabha,Tashigaon,Sherpa village,Makalu Rural Municipality,High,,AREA,routable,ROUTABLE,NONE,,Tashigaon,mention,,,provinces/koshi/districts/sankhuwasabha.md,provinces/koshi/visitor-ready/sankhuwasabha.md
np-koshi-sankhuwasabha-tumlingtar,Koshi,Sankhuwasabha,Tumlingtar,Air gateway,Khandbari Municipality,Major gateway,,POINT,routable,ROUTABLE,NONE,,Tumlingtar,mention,,,provinces/koshi/districts/sankhuwasabha.md,provinces/koshi/visitor-ready/sankhuwasabha.md
np-koshi-solukhumbu-ama-dablam,Koshi,Solukhumbu,Ama Dablam,Mountain and climbing destination,Khumbu,Major,,POINT,routable,ROUTABLE,NONE,,Ama Dablam,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-cho-la-pass,Koshi,Solukhumbu,Cho La Pass,High mountain pass,Three Passes Trek,Major,,AREA,routing_hold,ROUTING_HOLD,NONE,,,,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-dharmadanda,Koshi,Solukhumbu,Dharmadanda,Viewpoint and sacred hill,Sotang–Thulung Dudhkoshi border,Major,,POINT,routable,ROUTABLE,NONE,,Dharmadanda,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-dingboche,Koshi,Solukhumbu,Dingboche,Sherpa settlement and trekking hub,Imja Valley,Major,,POINT,routable,ROUTABLE,NONE,,Dingboche,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-dudhkunda-lake,Koshi,Solukhumbu,Dudhkunda Lake,Sacred alpine lake,Solududhkunda Municipality,Major,,WATER,routable,ROUTABLE,NONE,,Dudhkunda Lake,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-everest-base-camp,Koshi,Solukhumbu,Everest Base Camp,High-altitude trekking destination,Khumbu Pasang Lhamu Rural Municipality,Major,,POINT,routable,ROUTABLE,NONE,,Everest Base Camp,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-gokyo-lakes,Koshi,Solukhumbu,Gokyo Lakes,Ramsar alpine lake system,Gokyo Valley,Major,,WATER,routable,ROUTABLE,NONE,,Gokyo Lakes,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-gokyo-ri,Koshi,Solukhumbu,Gokyo Ri,Himalayan viewpoint,Gokyo Valley,Major,,POINT,routable,ROUTABLE,NONE,,Gokyo Ri,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-gorakshep,Koshi,Solukhumbu,Gorakshep,High-altitude settlement,Khumbu,Major,,POINT,routable,ROUTABLE,NONE,,Gorakshep,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-hinku-valley,Koshi,Solukhumbu,Hinku Valley,Himalayan valley,Mahakulung Rural Municipality,Major,,POINT,routable,ROUTABLE,NONE,,Hinku Valley,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-imja-tsho,Koshi,Solukhumbu,Imja Tsho,Glacial lake,Imja Valley,Major,,WATER,routable,ROUTABLE,NONE,,Imja Tsho,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-island-peak-imja-tse,Koshi,Solukhumbu,Island Peak / Imja Tse,Climbing peak,Imja Valley,Major,,AREA,routable,ROUTABLE,NONE,,Island Peak / Imja Tse,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-junbesi-village,Koshi,Solukhumbu,Junbesi Village,Sherpa cultural village,Solududhkunda Municipality,Major,,AREA,routable,ROUTABLE,NONE,,Junbesi Village,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-kala-patthar,Koshi,Solukhumbu,Kala Patthar,Mountain viewpoint,Gorakshep area,Major,,POINT,routable,ROUTABLE,NONE,,Kala Patthar,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-khiraule-monastery,Koshi,Solukhumbu,Khiraule Monastery,Historic Buddhist monastery,Mahakulung Rural Municipality,Major,,POINT,routable,ROUTABLE,NONE,,Khiraule Monastery,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-khumbu-glacier,Koshi,Solukhumbu,Khumbu Glacier,Glacier,Everest Base Camp route,Major,,AREA,routable,ROUTABLE,NONE,,Khumbu Glacier,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-khumbu-icefall,Koshi,Solukhumbu,Khumbu Icefall,Glacier feature,Everest expedition route,Major,,AREA,routable,ROUTABLE,NONE,,Khumbu Icefall,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-khumjung-village,Koshi,Solukhumbu,Khumjung Village,Sherpa village and heritage,Khumbu,Major,,POINT,routable,ROUTABLE,NONE,,Khumjung Village,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-kongma-la-pass,Koshi,Solukhumbu,Kongma La Pass,High mountain pass,Three Passes Trek,Major,,AREA,routing_hold,ROUTING_HOLD,NONE,,,,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-mera-peak,Koshi,Solukhumbu,Mera Peak,Trekking peak,Mahakulung Rural Municipality,Major,,POINT,routable,ROUTABLE,NONE,,Mera Peak,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-mount-everest-sagarmatha,Koshi,Solukhumbu,Mount Everest / Sagarmatha,Mountain and expedition destination,Khumbu Pasang Lhamu Rural Municipality,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,,Mount Everest / Sagarmatha,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-namche-bazaar,Koshi,Solukhumbu,Namche Bazaar,Sherpa town and trekking hub,Khumbu,Major,,POINT,routable,ROUTABLE,NONE,,Namche Bazaar,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-ngozumpa-glacier,Koshi,Solukhumbu,Ngozumpa Glacier,Glacier,Gokyo Valley,Major,,AREA,routable,ROUTABLE,NONE,,Ngozumpa Glacier,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-panch-pokhari-mahakulung,Koshi,Solukhumbu,"Panch Pokhari, Mahakulung",Sacred glacial lake cluster,Mahakulung Rural Municipality,Major,,POINT,routable,ROUTABLE,NONE,,"Panch Pokhari, Mahakulung",root-mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-pikey-peak,Koshi,Solukhumbu,Pikey Peak,Himalayan viewpoint and trek,Likhu Pike area,Major,,AREA,routable,ROUTABLE,NONE,,Pikey Peak,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-renjo-la-pass,Koshi,Solukhumbu,Renjo La Pass,High mountain pass,Three Passes Trek,Major,,AREA,routing_hold,ROUTING_HOLD,NONE,,,,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-sagarmatha-national-park,Koshi,Solukhumbu,Sagarmatha National Park,UNESCO national park,Khumbu Pasang Lhamu Rural Municipality,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,sagarmatha-national-park,Sagarmatha National Park,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-taksindu-monastery,Koshi,Solukhumbu,Taksindu Monastery,Historic Buddhist monastery,Solududhkunda Municipality,Major,,POINT,routable,ROUTABLE,NONE,,Taksindu Monastery,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-tengboche-monastery,Koshi,Solukhumbu,Tengboche Monastery,Buddhist monastery,Tengboche,Major,,POINT,routable,ROUTABLE,NONE,,Tengboche Monastery,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-thupten-chholing-monastery,Koshi,Solukhumbu,Thupten Chholing Monastery,Buddhist monastery,Junbesi area,Major,,POINT,routable,ROUTABLE,NONE,,Thupten Chholing Monastery,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-lukla,Koshi,Solukhumbu,Lukla,Air gateway,Khumbu Pasang Lhamu Rural Municipality,Major gateway,,POINT,routable,ROUTABLE,NONE,,Lukla,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-pangboche-monastery-and-village,Koshi,Solukhumbu,Pangboche Monastery and Village,Monastery and Sherpa settlement,Pangboche,High,,POINT,routable,ROUTABLE,NONE,,Pangboche Monastery and Village,root-mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-phaplu,Koshi,Solukhumbu,Phaplu,Air gateway,Solududhkunda Municipality,Major gateway,,POINT,routable,ROUTABLE,NONE,,Phaplu,mention,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-solukhumbu-thame-village-and-monastery,Koshi,Solukhumbu,Thame Village and Monastery,Sherpa village and monastery,Thame Valley,High,,POINT,routing_hold,ROUTING_HOLD,NONE,,,,,,provinces/koshi/districts/solukhumbu.md,provinces/koshi/visitor-ready/solukhumbu.md
np-koshi-sunsari-amha-simsar-amaha-wetland,Koshi,Sunsari,Amha Simsar / Amaha Wetland,Wetland and birdwatching,Barju Rural Municipality,Major,,WATER,routable,ROUTABLE,NONE,,Amha Simsar / Amaha Wetland,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-barahakshetra-temple,Koshi,Sunsari,Barahakshetra Temple,Hindu pilgrimage site,Barahakshetra Municipality,Major,,POINT,routable,ROUTABLE,NONE,,Barahakshetra Temple,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-budha-subba-temple,Koshi,Sunsari,Budha Subba Temple,Kirat and Hindu site,"Vijayapur, Dharan",Major,,POINT,routable,ROUTABLE,NONE,,Budha Subba Temple,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-chatara,Koshi,Sunsari,Chatara,Religious gateway and river town,Barahakshetra Municipality,Major,,WATER,routable,ROUTABLE,NONE,,Chatara,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-chataradham,Koshi,Sunsari,Chataradham,Religious pilgrimage destination,Chatara,Major,,POINT,routable,ROUTABLE,NONE,,Chataradham,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-dantakali-temple,Koshi,Sunsari,Dantakali Temple,Shakti Peeth,"Vijayapur, Dharan",Major,,POINT,routable,ROUTABLE,NONE,,Dantakali Temple,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-koshi-barrage-viewpoint,Koshi,Sunsari,Koshi Barrage Viewpoint,River viewpoint and birdwatching,Koshi River,Major,,POINT,routable,ROUTABLE,NONE,,Koshi Barrage Viewpoint,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-koshi-tappu-ramsar-site,Koshi,Sunsari,Koshi Tappu Ramsar Site,Wetland of international importance,Koshi floodplain,Major,,WATER,routable,ROUTABLE,NONE,,Koshi Tappu Ramsar Site,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-koshi-tappu-wildlife-reserve,Koshi,Sunsari,Koshi Tappu Wildlife Reserve,Wildlife reserve and wetland,Sunsari–Saptari–Udayapur,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY,koshi-tappu-wildlife-reserve,Koshi Tappu Wildlife Reserve,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-pindeshwar-temple,Koshi,Sunsari,Pindeshwar Temple,Hindu pilgrimage site,"Vijayapur, Dharan",Major,,POINT,routable,ROUTABLE,NONE,,Pindeshwar Temple,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-ramdhuni-temple,Koshi,Sunsari,Ramdhuni Temple,Hindu pilgrimage and sacred fire site,Ramdhuni Municipality,Major,,POINT,routable,ROUTABLE,NONE,,Ramdhuni Temple,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-tal-talaiya,Koshi,Sunsari,Tal Talaiya,"Wetland, park and boating",Itahari,Major,,WATER,routable,ROUTABLE,OPERATOR_DEPENDENT,,Tal Talaiya,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-vijayapur-hill,Koshi,Sunsari,Vijayapur Hill,Historical and religious landscape,Dharan,Major,,AREA,routable,ROUTABLE,NONE,,Vijayapur Hill,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-chinde-danda,Koshi,Sunsari,Chinde Danda,Viewpoint and hike,Dharan area,High,,POINT,routable,ROUTABLE,NONE,,Chinde Danda,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-mechikali-pokhari,Koshi,Sunsari,Mechikali Pokhari,Pond and recreation,Itahari,High,,WATER,routable,ROUTABLE,NONE,,Mechikali Pokhari,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-panchakanya-forest,Koshi,Sunsari,Panchakanya Forest,Forest recreation,Dharan,High,,AREA,routable,ROUTABLE,NONE,,Panchakanya Forest,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-srilanka-tappu,Koshi,Sunsari,Srilanka Tappu,River island and wetland,Koshi floodplain,High,,WATER,dynamic_check_required,DYNAMIC_CHECK_REQUIRED,DYNAMIC,,Srilanka Tappu,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-sunsari-vijayapur-gadhi,Koshi,Sunsari,Vijayapur Gadhi,Historical fort,Dharan,High,,POINT,routable,ROUTABLE,NONE,,Vijayapur Gadhi,mention,,,provinces/koshi/districts/sunsari.md,provinces/koshi/visitor-ready/sunsari.md
np-koshi-taplejung-diki-chhyoling-monastery,Koshi,Taplejung,Diki Chhyoling Monastery,Historic Buddhist monastery,Olangchung Gola,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,,Diki Chhyoling Monastery,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-fungfunge-phungphunge-waterfall,Koshi,Taplejung,Fungfunge / Phungphunge Waterfall,Waterfall,Meringden Rural Municipality,Major,,POINT,routable,ROUTABLE,NONE,,Fungfunge / Phungphunge Waterfall,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-ghunsa-village,Koshi,Taplejung,Ghunsa Village,Sherpa village and trekking hub,Phaktanglung Rural Municipality,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,,Ghunsa Village,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-kanchenjunga-conservation-area,Koshi,Taplejung,Kanchenjunga Conservation Area,Conservation area and trekking,Northern Taplejung,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,kanchenjunga-conservation-area,Kanchenjunga Conservation Area,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-kanchenjunga-north-base-camp-pang-pema,Koshi,Taplejung,Kanchenjunga North Base Camp / Pang Pema,High-altitude trekking destination,Phaktanglung Rural Municipality,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,,Kanchenjunga North Base Camp / Pang Pema,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-kanchenjunga-south-base-camp-oktang,Koshi,Taplejung,Kanchenjunga South Base Camp / Oktang,High-altitude trekking destination,Sirijangha Rural Municipality,Major,,CORRIDOR,routable,ROUTABLE,NONE,,Kanchenjunga South Base Camp / Oktang,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-lhonak-valley,Koshi,Taplejung,Lhonak Valley,Alpine valley,Phaktanglung Rural Municipality,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,,Lhonak Valley,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-mount-kanchenjunga,Koshi,Taplejung,Mount Kanchenjunga,Mountain and expedition destination,Northern Taplejung,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,,Mount Kanchenjunga,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-olangchung-gola,Koshi,Taplejung,Olangchung Gola,Historic trans-Himalayan village,Phaktanglung Rural Municipality Ward 7,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,,Olangchung Gola,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-pathibhara-devi-temple,Koshi,Taplejung,Pathibhara Devi Temple,Pilgrimage site and viewpoint,Taplejung,Major,,POINT,routable,ROUTABLE,NONE,,Pathibhara Devi Temple,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-sele-la,Koshi,Taplejung,Sele La,High mountain pass,Kanchenjunga circuit,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,,Sele La,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-timbung-pokhari,Koshi,Taplejung,Timbung Pokhari,Sacred alpine lake,Sidingwa–Panchthar border area,Major,,WATER,routable,ROUTABLE,NONE,,Timbung Pokhari,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-tiptala-tipta-la-border-pass,Koshi,Taplejung,Tiptala / Tipta La Border Pass,Nepal–China border pass,North of Olangchung Gola,Major,,PROTECTED_AREA,routable,ROUTABLE,PROTECTED_AREA_ENTRY;BORDER_CONTROL,,Tiptala / Tipta La Border Pass,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
np-koshi-taplejung-yalung-glacier,Koshi,Taplejung,Yalung Glacier,Glacier,Sirijangha Rural Municipality,Major,,CORRIDOR,routable,ROUTABLE,NONE,,Yalung Glacier,mention,,,provinces/koshi/districts/taplejung.md,provinces/koshi/visitor-ready/taplejung.md
